GeneSymbol	SigI	Normal	SigII	pIvsN	pIIvsN	pIvsII	SONdmso1	SONdmso2	SONpt2399-1	SONpt2399-2
DHX9	23.2396	38.4429	32.77875	1.24986407982e-47	4.91635283707e-12	7.7708382524e-36	37.3715	80.9716	25.9154	66.1787
TCOF1	5.2162	2.7296	3.4884	1.33443420001e-14	7.71992465439e-08	7.98791495004e-13	815.5	786.47	688.147	768.563
NSRP1	7.5065	7.76125	8.80445	0.422110515519	4.86567163454e-06	1.32236180218e-08	424.767	343.351	299.083	538.55
NUP98	8.3804	11.3191	12.033	2.16522814805e-14	0.00372766046268	1.23337320983e-25	429.439	345.242	344.129	317.324
XPC	3.7296	8.45235	6.8976	7.53504189975e-50	5.72119000658e-06	2.47671966024e-33	216.11	73.9644	157.717	194.198
SP1	19.3969	18.16345	24.26485	0.0925059952928	2.55479753478e-18	1.90378566129e-13	1037.95	956.755	864.105	901.476
SP2	6.5218	9.99595	8.96125	5.29964553954e-23	6.46268163778e-05	4.22794335923e-11	1091.34	902.255	865.328	968.878
SP3	5.0386	5.17985	7.13085	0.0232691729526	1.38697754711e-12	1.98186537579e-25	155.381	133.136	142.813	99.5461
NUP93	3.0931	3.1175	2.68275	0.0676175553572	8.88460769964e-08	2.04931046249e-06	430.773	415.424	370.045	422.765
SP5	0.3455	0.33825	0.06845	0.0030151517934	0.39761237827	7.94313589394e-05	1.00102	1.00102	4.44899	11.1225
SP6	0.5151	0.5273	0.5299	0.931238398181	0.743455786945	0.80393335875	1114.81	1183.65	1057.52	1139.83
CAMKV	0.0051	0.00445	0.00335	0.161169843465	0.798281051834	0.0710796938154	1159.41	961.982	1035.95	1018.15
SPPL3	11.882	10.39845	10.25175	3.32105991594e-07	0.70856334657	2.53300075575e-08	599.501	461.471	484.828	406.971
GOLIM4	20.241	24.4652	28.3728	4.31799200511e-06	0.0014495508455	1.6589113448e-17	1.00102	1.00102	1.00102	1.00102
OPA3	4.5153	5.77285	4.80285	2.71383855411e-07	7.51525066329e-05	0.174558025612	1026.94	988.12	870.556	987.119
OPA1	6.3991	11.1538	9.49265	1.15973662003e-42	0.32043620936	6.18545087081e-21	1.00102	1.00102	1.00102	1.00102
RHEB	19.378	18.79555	15.12235	0.0396799008719	0.10988916592	0.00039516036485	698.602	654.446	570.805	570.36
RAB40C	13.0089	5.44535	7.45215	9.51852988589e-20	9.6208413906e-06	1.27749234847e-17	2107.37	1878.47	1903.61	2186.12
RAB40B	3.7401	5.8208	3.1964	0.372095585939	0.843522247304	0.633385083329	1328.47	1180.65	996.685	1128.6
RAB40A	0.2335	0.25365	0.2201	0.239126954416	0.990432932407	0.167303210511	43.9338	1.89082	2.66939	1.00102
FAM162B	2.2773	1.60565	2.3024	0.000122435070631	0.000460382489905	0.256535974261	1.00102	1.00102	1.00102	1.00102
COL7A1	0.4529	0.30425	0.20315	0.024230811109	0.49896284829	0.00212348231076	1866.35	1740.56	1783.15	1895.05
KLLN	0.3814	0.8877	0.54035	4.91023167492e-30	2.50864824207e-14	3.33252495544e-07	16.7949	38.9286	58.7266	1.00102
FAM183A	2.054	0.49915	1.02735	1.19006245413e-10	3.1356304543e-08	1.48505763759e-07	859.211	731.191	687.702	730.301
OVCH2	0.0349	3.69015	0.03175	6.28793458252e-72	3.21610314178e-54	0.175453823381	1.00102	8.00818	1.00102	1.00102
OVCH1	0.0514	0.02905	0.06655	0.000459979854267	0.000631167984272	0.00549892651884	1.00102	1.00102	1.00102	1.00102
SPPL2A	8.7767	12.85455	10.497	4.32866631084e-15	0.00386334174173	2.85260699989e-07	58.7266	124.683	40.7082	59.1715
SPPL2B	9.9134	3.4441	4.1384	8.49002441144e-25	1.20698005585e-05	8.11942958136e-28	1855.56	1675.49	1648.57	1881.59
NOP9	2.555	4.4621	4.42405	3.74953529226e-32	0.829744827973	4.3606079635e-31	587.711	558.348	515.415	578.813
ITGA9	2.4026	3.49155	5.40055	0.000292431422238	1.42976876888e-06	2.19412750693e-19	27.0276	1.00102	63.9542	3.11429
UGCG	27.4769	16.89135	27.8827	1.48764855695e-06	2.35695348824e-06	0.387370526324	410.753	486.386	397.406	428.994
MYO3B	0.0947	5.473	0.09355	6.63631647682e-54	4.0564620523e-36	0.159938662555	1.00102	1.00102	1.00102	1.00102
ATP2A1	0.4613	0.07725	0.26485	1.01183637229e-11	3.86572307065e-12	1.87818010918e-07	1607.31	1330.91	1364.17	1446.03
ATP2A2	18.0841	19.83235	25.4298	0.252349035001	3.94325617246e-12	1.21159627968e-14	660.564	531.765	567.913	540.33
ATP2A3	7.156	4.76225	6.6882	0.00535207644095	0.308738957702	0.00963957341003	1035.95	768.229	661.12	800.818
ITGA1	11.1727	8.11055	20.2013	9.58287048621e-05	2.72585415615e-19	2.65808740513e-18	1.00102	1.00102	1.00102	1.00102
ITGA2	3.887	12.11475	8.9536	8.25851274749e-37	3.36158241449e-05	1.4876826518e-25	1.00102	1.55715	1.00102	1.00102
ITGA3	44.0769	25.6918	28.11	2.69839795475e-06	0.0403837034303	1.8693149706e-05	1464.38	1490.86	1425.68	1717.98
ITGA4	2.5455	0.92055	5.4876	4.65318409688e-13	3.66525401245e-25	1.66623963917e-20	1.00102	1.00102	1.00102	1.00102
ITGA5	30.4588	6.2954	28.5927	1.72271723028e-17	8.53224496469e-18	0.0393989010848	792.254	650.22	634.982	650.998
RIT1	19.3132	10.5347	24.76115	5.75390635953e-16	1.3298574012e-26	0.000814021250929	1200.89	1100.01	993.682	1065.87
ITGA7	8.089	4.13975	8.1355	8.47709426171e-09	9.86356515459e-08	0.907739681777	677.247	664.901	533.434	594.83
TRHR	0.0107	0.00565	0.0141	0.000479258416504	0.0221384300927	0.0180861387934	1.00102	1.00102	1.00102	1.00102
DENND4A	3.3431	4.27175	5.56055	1.06778534433e-10	1.10411465905e-07	2.30762213586e-27	253.147	83.0849	214.775	100.881
DENND4B	8.02	4.26205	6.4326	1.38617854703e-15	4.03563978099e-12	2.88800224704e-07	1229.03	1064.31	1017.82	1134.16
DENND4C	4.4742	8.14685	10.94195	3.57725834665e-36	3.99385109386e-12	1.53046514563e-57	1.00102	1.00102	3.22552	1.00102
SWAP70	10.6195	12.60235	20.128	3.30066876367e-05	1.32343672671e-16	1.31618360506e-37	334.564	199.76	139.031	129.466
RARRES1	3.5447	3.98575	1.9553	0.0741344521534	0.0470388338762	0.000204107401336	1.22347	1.00102	1.00102	49.8287
PHLDA1	14.3064	8.14055	20.63555	2.52980850114e-07	1.52737863982e-12	4.98321873259e-06	159.274	90.5369	172.954	104.885
LINC00176	0.2636	0.04925	0.15805	4.52692466276e-14	8.6010616808e-13	7.83011425265e-06	1710.3	1640.01	1727.21	1764.25
PHLDA3	29.2354	5.03345	12.35495	2.5108571251e-21	2.12596593286e-09	6.4101492499e-19	953.752	797.592	732.192	861.324
PHLDA2	6.3833	2.6395	2.23625	4.0728595862e-06	0.0475001076214	7.04832336185e-16	740.089	612.626	664.568	633.091
GAP43	0.1408	0.04485	0.1085	0.000348946861694	0.102626134544	0.358742010552	1.00102	1.00102	1.00102	1.00102
PAMR1	4.0537	2.19395	4.52145	0.00109977016874	0.00159291943381	0.874953499252	53.944	61.5073	82.5287	107.109
MDK	24.2745	6.8986	7.66535	9.20463975986e-08	0.00305699695685	3.32495602409e-07	909.373	660.897	776.682	866.885
HRH4	0.0289	0.01395	0.03495	1.19651906036e-06	1.43226463497e-06	0.110146105391	1.00102	1.00102	1.00102	1.00102
FBXL12	7.4559	4.8071	5.55865	6.74422595153e-21	0.000104402619966	2.55339716402e-18	1002.25	859.767	829.403	865.217
FBXL15	7.3672	5.62095	3.1509	0.00250095203505	1.29702575876e-24	4.6549511654e-13	1393.09	1349.6	1268.85	1403.88
FBXL14	4.2377	5.4043	5.3874	1.59465930343e-07	0.657528630513	1.45803590523e-07	311.207	222.338	298.082	325.777
FBXL17	4.0266	8.15355	6.412	8.5114554146e-13	0.219791275329	2.40467433072e-08	1.00102	1.00102	1.00102	1.00102
HRH1	3.0158	1.30105	3.44665	1.42047661443e-06	1.05473463672e-12	0.767478917386	189.861	248.698	198.425	240.579
FBXL19	4.4803	2.42905	2.87335	1.71940860901e-15	0.00196029796517	1.03602798592e-15	1390.98	1336.48	1121.7	1365.95
FBXL18	0.5478	0.8109	0.7791	4.50526715603e-11	0.246079139129	1.21743136301e-07	1351.94	1462.6	1436.13	1540.68
ACVRL1	16.0748	8.9809	17.1436	6.63335803783e-10	7.0880310053e-12	0.408942116289	424.878	419.873	323.553	437.78
LRRC7	0.0888	0.04985	0.09055	1.7881030894e-05	0.000201369482915	0.0756379848282	1.00102	1.00102	1.00102	1.00102
GHDC	26.1009	16.30705	18.50705	1.23061434137e-13	0.32596967614	2.17598603839e-15	1107.13	878.119	768.118	844.529
ABCB1	4.1865	23.20755	6.8495	1.06293662809e-38	1.28369661369e-29	0.051966107072	1.00102	1.00102	1.00102	1.00102
SDK1	1.68	1.5432	1.51345	0.0504154941137	0.343854317772	0.171567151647	276.393	259.376	205.877	258.153
SDK2	0.1454	0.26535	0.12515	0.89825554814	0.890372369399	0.997076935284	159.051	8.00818	208.213	206.211
GRP	0.0457	0.02285	0.0187	0.265906782109	0.54204438659	0.129000151563	1.00102	1.00102	14.6817	1.00102
TPRN	4.5655	5.0967	2.6454	0.461183517555	1.67968172791e-10	2.44193933251e-07	3053.9	2704.65	2871.49	3029.87
THSD4	0.8825	5.1712	1.1018	4.20945377858e-43	4.11180671414e-20	0.0366621971625	169.173	116.897	105.997	141.811
FAM212B	1.8915	1.80125	2.2703	0.686155357361	0.013037863383	0.0160772306516	279.841	248.254	252.48	292.521
FAM212A	6.415	2.09415	3.31125	3.0634657862e-12	2.06506819572e-08	5.16159772258e-08	990.678	1046.85	1008.7	981.224
CHST9	0.9652	0.76765	2.14775	0.015555059854	1.02266681042e-08	2.73468817208e-08	1.00102	1.00102	1.00102	1.00102
CHST8	0.0467	0.022	0.02365	0.0241453480525	0.726036153911	0.00550677210592	220.892	199.315	192.308	279.174
COL4A5	0.7308	5.2253	0.6962	2.17953097304e-62	5.24882617728e-49	0.62860620209	1.00102	1.00102	1.00102	1.00102
COL4A4	1.5887	11.60765	3.15595	1.01016165643e-73	3.32081689456e-26	4.20985727262e-09	1.00102	1.00102	1.00102	1.00102
COL4A3	1.5244	6.92965	2.17635	1.54226515511e-31	3.97432561816e-15	0.0387371235479	1.00102	1.00102	1.00102	1.00102
COL4A2	61.7598	19.33225	62.17585	3.28893223284e-14	5.21582406112e-15	0.560596885467	209.102	142.034	170.396	192.085
COL4A1	81.9801	21.75855	110.6143	9.67883297815e-13	1.92901907253e-18	0.000716942345558	209.102	142.034	170.396	192.085
SLC35D2	2.0515	1.3527	1.4202	2.74013221581e-11	0.464391296746	9.24583481552e-13	300.529	211.104	177.181	195.644
GRN	124.8915	82.8833	97.7641	7.6456743323e-09	0.0632685404119	1.25036200631e-05	1182.76	1185.77	1132.38	1279.53
CHST3	5.0621	8.10015	6.544	0.347869751693	0.166142082357	0.672385519715	651.999	521.644	450.015	528.54
CHST2	8.4583	4.6058	6.1194	2.19159635266e-06	0.0020784289707	0.000479948390949	1.00102	3.11429	4.22654	1.00102
CHST5	0.0228	0.02335	0.0135	0.395762108303	0.00291741820674	0.000166609281343	180.406	190.417	162.611	77.8573
CHST4	0.03	0.0168	0.01505	0.0335428470491	0.167242928807	0.627527118775	307.759	299.306	223.117	418.205
CHST7	3.0764	1.87065	2.48465	2.83900684504e-06	0.00238993122997	0.0297833054065	359.923	258.153	262.935	249.477
CHST6	0.0266	0.1536	0.0158	0.000585782166191	1.83560121544e-11	0.0567308421375	209.214	173.733	236.575	71.4063
ITGAX	5.5154	0.3165	4.009	8.44652041555e-14	1.00419004433e-19	0.000324055339277	645.437	516.75	514.414	502.068
ABHD10	16.5268	26.0532	15.18005	1.62105835374e-05	4.83444457238e-11	0.147271564217	1.00102	3.44797	1.00102	1.55715
BCL2A1	4.5343	0.61115	2.44885	7.49924185671e-07	4.55659953282e-06	0.0011457411248	4.78266	10.7888	109.0	1.7796
HLCS	2.3657	4.1745	3.065	3.72047419896e-28	6.2022526339e-11	2.38814053732e-11	316.323	242.47	236.13	170.73
NOG	0.5162	0.2456	0.30345	0.0482528566734	3.06202741446e-05	0.0851921061561	13.4582	32.7001	27.8062	61.2848
ITGAV	27.8747	49.7652	53.94175	1.48511179507e-20	0.0753599094254	1.20309647692e-15	1.00102	1.00102	1.00102	1.00102
COX7C	180.3374	160.91535	99.6649	0.00514260187607	4.76211725955e-08	3.64182186399e-09	1.00102	1.00102	1.00102	1.00102
ZNF703	4.4324	3.20075	2.938	0.00349877352954	0.00165028366283	5.17595072017e-08	29.4745	102.883	33.7011	6.67348
ITGAL	3.9411	0.5711	3.17235	1.75313909558e-16	1.23450662159e-13	0.00188267402937	1073.65	1048.29	854.206	951.082
ITGAM	3.8095	0.9968	4.29245	0.0146311582308	1.00586855529e-16	0.730216933846	572.696	589.491	511.189	598.389
HLF	3.5328	6.7837	6.33895	1.64835996559e-12	0.49871214852	9.53429236438e-10	94.9859	1.00102	1.55715	1.00102
NOV	6.9879	10.20845	7.4518	0.229650711061	0.0347304987012	0.477392139588	1.00102	1.00102	1.00102	1.00102
ITGAD	0.3032	0.01325	0.32595	0.00898908270052	1.32514576467e-13	0.283320463376	815.833	690.483	550.896	522.534
FAM134B	23.5488	18.75595	29.32765	0.0120243363088	2.65907973355e-06	0.00698553602282	1.00102	1.00102	1.00102	1.00102
FAM134A	37.2676	31.81355	34.17235	2.72662702445e-05	0.306176706217	0.000297195717596	975.886	896.137	778.017	935.622
SMAD9	3.4921	3.2119	5.61015	0.290081802098	3.26566153782e-07	9.62441016277e-08	1.00102	1.00102	1.00102	4.44899
TRERF1	1.5764	1.8442	2.1478	0.0106437371353	0.407700322876	0.000180091185615	340.681	342.795	200.427	205.432
LRPAP1	15.2706	18.45245	12.1149	0.00365721292224	1.73303926911e-21	3.57376019761e-09	622.636	555.011	493.17	541.331
SMAD5	7.1335	9.72585	11.6352	1.9959678759e-18	8.16867680718e-07	1.95707980404e-32	316.101	200.316	161.387	127.241
SMAD6	1.8233	2.41535	1.76475	0.000196893854801	1.15809485593e-06	0.317900733899	389.398	371.824	281.176	438.448
SMAD7	10.5464	11.33405	10.63465	0.428095891039	0.428175620677	0.946945861139	320.216	260.377	273.613	284.402
GOLPH3L	12.5142	15.436	17.00055	0.00260227370462	0.000936189921444	2.56143283235e-10	453.463	487.609	391.289	455.91
SMAD1	2.8863	4.0571	3.62845	2.62156989071e-06	0.50527860218	4.51562575184e-05	1.00102	1.00102	1.00102	1.00102
AFTPH	13.1055	21.5452	16.76885	7.73266423457e-21	0.00502457575822	7.47014328608e-12	21.4664	7.89695	1.00102	8.45308
SMAD3	9.1983	10.49365	10.3278	0.0879767987526	0.0821901867002	0.593864104863	399.964	391.733	351.804	357.365
MUS81	7.0524	3.59185	4.4288	1.19652620512e-31	8.17756786613e-09	1.98092000126e-26	1906.5	1682.16	1675.04	2068.0
AMMECR1L	6.9736	7.1907	8.37985	0.631266361355	1.33450500017e-07	8.92098307262e-09	310.651	264.047	202.651	226.787
IL1RAPL1	0.0262	0.0213	0.0533	0.18122489835	6.256189798e-07	0.164670497131	1.00102	1.00102	1.00102	1.00102
IGF2R	7.6588	13.99445	14.92425	1.88917762207e-26	0.0126503514764	3.64255480683e-34	30.3643	1.00102	99.7686	58.9491
TMPRSS11D	0.0213	0.00725	0.01885	0.0555724247991	0.0280204607102	0.0109281300526	1.00102	1.00102	1.00102	1.00102
TMPRSS11E	0.0121	0.02105	0.0075	0.234262473367	0.24921651631	0.126728632306	1.00102	1.00102	1.00102	1.00102
HRH2	8.3583	0.96135	10.09325	3.34806258176e-07	1.33114171247e-11	0.872788336444	174.4	176.625	217.222	311.207
PLRG1	9.7838	12.2412	10.94605	3.82207262735e-19	1.91971642917e-05	1.23196144284e-07	1.00102	1.00102	1.00102	1.00102
SLC36A2	0.0669	8.64025	0.03915	3.40703176669e-20	4.35220720151e-17	0.283061266332	50.8297	55.5011	6.33981	65.5114
SLC36A1	3.2252	2.34695	4.14245	1.71450910383e-06	1.6365785085e-08	0.0145362827979	7.45205	27.8062	54.8338	43.3776
RNF112	0.2917	0.2115	0.1751	0.0218868171488	0.0674552450477	0.000377257329224	301.753	224.563	307.314	292.521
ERICH1	2.1489	1.89415	2.2427	0.219347995069	0.00743474715556	0.0377404355599	83.641	29.697	59.1715	40.597
C14orf119	14.599	13.79785	10.79775	0.0114693368447	3.04542872448e-12	5.99167550981e-16	556.457	447.791	431.886	471.593
ART1	0.0259	0.11295	0.04015	0.724271913267	0.438094848673	0.769377731621	367.709	287.516	275.392	351.359
ART3	0.0389	0.0458	0.03925	0.812313749191	0.375903103413	0.369942627224	5.11634	15.349	1.00102	2.11327
ART5	0.442	0.57775	0.27905	0.0304446326489	0.254027136626	0.104418891011	365.818	292.298	266.161	320.105
ART4	0.3356	0.65955	0.4848	0.00702804921176	0.11429970964	0.127472457086	1.00102	1.00102	10.7888	1.00102
HAUS7	0.2869	0.04715	0.15665	7.62843763968e-13	3.63061893663e-07	0.00436791446949	650.998	529.763	532.321	684.254
DRAP1	57.6769	23.86265	23.491	1.1115444758e-32	0.0525393452735	1.10208641128e-49	1736.44	1624.21	1480.73	1877.81
TCEA2	10.8855	6.67745	5.6348	1.50200948767e-15	7.76461926458e-05	3.26699936843e-29	1748.56	1625.66	1828.98	1856.67
TCEA3	50.9595	24.27745	35.7262	1.34037116987e-15	1.42161970916e-07	3.86187491294e-07	879.899	883.124	659.451	718.734
TCEA1	14.3503	15.1348	16.99995	0.543759092546	0.00439296613251	0.000216376575959	15.4602	1.00102	132.58	11.0112
COX4I2	21.7604	2.7033	11.09795	4.72122284096e-06	7.12417998574e-05	0.00589394285137	574.809	522.2	394.403	330.893
COX4I1	96.6365	67.669	40.7248	0.0035108635448	1.18675617114e-10	1.44981868491e-07	741.535	477.821	612.181	584.041
BFAR	19.3878	13.65575	19.1824	1.04286281034e-13	1.39612277839e-17	0.257369285776	659.896	578.146	624.527	740.312
CRTAM	0.9013	0.08175	0.8783	1.53277107532e-11	8.34215772779e-11	0.214946355751	92.4277	78.8583	43.8225	50.0511
EDA	0.4055	0.93675	1.136	6.38657638089e-17	0.0003628517425	1.3798679926e-24	1.00102	1.00102	2.22449	1.00102
PIPOX	2.7886	19.0373	1.54155	1.37612676709e-18	1.5049651881e-16	0.0451512473855	720.847	829.069	733.749	778.239
CCDC116	0.11	0.027	0.07565	6.85253841235e-11	1.39873651728e-11	2.45656073923e-06	1017.26	915.713	861.324	1074.99
CCDC117	6.8581	6.89995	8.31655	0.506033701391	3.64464827969e-05	1.06001110081e-05	323.886	408.862	416.203	338.457
CCDC114	0.1506	0.10515	0.0749	0.00025848697069	0.903797721588	1.03760981904e-05	1012.7	1030.16	875.005	979.222
RLF	5.0758	3.897	7.84435	1.34440410982e-07	3.36971705669e-24	1.62517032419e-20	367.709	310.428	324.109	450.126
CCDC112	2.7826	1.7527	3.07435	2.61484485986e-14	4.24834525837e-13	0.00470223525712	1.00102	1.00102	1.00102	1.00102
CCDC113	0.6465	1.5514	0.5594	7.4701172108e-17	3.06028458386e-17	0.654399407968	319.882	179.628	180.184	230.68
CCDC110	1.1065	0.7627	1.41195	8.11272213068e-05	2.13962930977e-09	0.000141109638828	1.00102	1.00102	1.00102	1.89082
LEO1	7.6412	7.3309	8.887	0.0928808085008	4.15335363888e-10	3.93914741677e-05	61.2848	16.35	132.135	132.691
ATP1A4	0.0219	0.0095	0.0169	0.0301236445925	0.226338604143	0.0179697520227	326.667	368.599	289.518	324.109
ATP1A3	0.0517	0.00765	0.01515	0.0557755922667	0.00473170459029	0.031151729242	833.518	834.074	706.499	845.53
ATP1A2	0.6466	1.52925	0.8838	3.39762973213e-07	0.509353226915	0.000196004496985	415.091	318.214	338.902	368.376
ATP1A1	14.5493	237.19035	31.8982	7.41763114825e-71	5.87749380159e-45	3.61837748216e-11	238.577	136.473	125.906	198.87
MGRN1	16.9625	7.9089	12.72755	3.61371561131e-23	1.77253000533e-15	3.56091756654e-10	1068.42	914.378	822.062	885.682
TMEM67	1.3656	1.54855	1.80255	0.117826046642	0.0043470242795	3.6830616349e-06	1.00102	1.00102	18.1296	6.00613
CRTAP	35.8685	30.40275	35.61145	1.13417710899e-05	0.000260341021515	0.0232744238671	116.23	7.56328	114.561	99.6573
SPHK2	2.0309	3.92435	1.61335	1.21253580886e-29	7.57077227386e-34	3.44874589915e-08	1352.38	1231.04	1133.82	1315.68
SPHK1	2.1908	0.4696	0.87155	7.49820555769e-08	0.000414012806325	2.65266883914e-07	1688.61	1623.88	1514.32	1695.4
DPT	0.1701	1.6139	0.1218	0.000183663418902	1.67829175239e-08	0.114148884289	276.393	125.684	36.7042	114.117
IPO11	3.3971	4.00075	5.84335	0.0219089102628	2.91932992885e-17	2.28391199498e-28	1.00102	1.00102	1.00102	1.00102
CUEDC2	55.1456	38.41675	35.17875	7.88228849031e-14	2.05635491903e-07	1.21436406195e-30	1349.27	1274.86	1199.11	1214.69
C2CD2	5.301	3.58055	6.11685	2.97528517417e-10	1.10571411061e-16	7.54439604568e-05	452.128	312.43	317.991	388.174
CPEB4	5.8087	18.62695	10.7279	3.6229253228e-39	9.37710020416e-05	2.66320844781e-13	37.4827	71.8512	99.1012	97.2104
CPEB1	0.0728	0.1256	0.0272	0.100278606546	0.82640975972	0.168579054333	123.015	171.286	127.352	113.338
CPEB3	1.0189	3.5553	1.64805	1.47088956342e-60	2.1633734834e-14	1.45172037683e-12	142.701	122.125	139.031	240.245
CPEB2	12.3891	7.97755	14.3676	3.38933777155e-09	2.97342090121e-12	0.00658326005782	1.00102	1.00102	1.00102	1.00102
BEGAIN	0.0644	0.06845	0.0506	0.0889693984852	0.273938999844	0.00421647760038	287.071	165.502	243.36	140.143
SRBD1	3.6954	4.68235	4.9047	5.36434483499e-12	6.56474985618e-05	5.26505827637e-24	44.1562	69.8491	23.246	124.905
ABAT	1.6854	13.60475	1.92495	1.53921471596e-22	1.23017828036e-18	0.980471586836	310.762	131.69	122.458	83.7522
ZNF780A	1.3162	2.21495	2.24215	1.79354442345e-32	0.192409470038	1.35560549415e-23	575.365	460.693	485.83	524.758
ZNF780B	1.2079	1.9415	1.92715	2.87702968746e-11	0.114227219404	2.0350398535e-08	586.822	493.282	510.188	577.367
