baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
CCDC171	47.2512766490701	-0.591774570980986	0.318240196533562	-1.85952176194869	0.0629532175569018	0.518350092460821
CCDC174	466.05336409906	0.236270095358175	0.161036207322963	1.4671861644402	0.142325419591691	0.702888477256943
PDK1	172.588455359714	1.04959000600184	0.250006232407706	4.19825536305105	2.68979217939633e-05	0.00316265764453421
PDK3	624.028079631784	-0.0496680321273483	0.235824079942568	-0.210614760542877	0.833187893418692	0.98539530089903
PDK2	169.327845105062	-0.6545469507727	0.334920483997448	-1.95433537823768	0.050661567545569	0.479612488889534
EBP	1088.5214582967	-0.0893983467709543	0.266740326161891	-0.335151223878674	0.737511013947826	0.974671880555681
PDK4	29.3574550820883	-1.53499781561736	1.20582332192186	-1.27298733380846	0.203022536510988	0.775381826602978
LNPEP	383.751757045331	0.199913365776616	0.282710746502174	0.707130408907462	0.479485440206368	0.916300769398259
SEC61A1	5441.22757514732	0.0895122794068919	0.0929754623358492	0.962751646058532	0.335672171875281	0.862709885401071
SEC61A2	142.585501295468	-0.200775410024774	0.292619786775954	-0.686130668868603	0.492630712788699	0.917298319309001
PECR	135.015372232286	-0.30811348892732	0.288664122202252	-1.0673771529925	0.285801561100808	0.834818911245029
DDIT3	115.919187059275	-0.636183066802227	0.400168402760372	-1.58978835513704	0.111882519599185	0.647398949531111
DDIT4	693.562053037694	0.216114513690551	0.548901088350933	0.393722144621402	0.693786190201428	0.969919419895614
GOLGA8A	145.350187352115	0.20802222740718	0.272484289824265	0.763428333946671	0.445207987455231	0.908598652874504
GOLGA8B	45.6069102869566	-0.10625737950637	0.599909426944928	-0.177122370034242	0.859412270979026	0.987310932001353
VMO1	24.4958870950323	0.598737660784423	0.535759579643567	1.11754914617253	0.263759598437816	0.821314978398262
ATP5C1	2487.26256693781	-0.0231903862186657	0.218790068857128	-0.105993779058634	0.915587287974612	0.990535676036252
NPC2	719.009780576465	0.011721653468309	0.353191318523516	0.0331878300896815	0.973524802959249	0.996405347597045
GATA3-AS1	503.419594033528	-0.250084405485912	0.344762876313628	-0.725380899938928	0.468218387319335	0.914443535664221
C3orf58	464.670775399342	0.0154060325428937	0.153652276941104	0.100265566183565	0.920133493901739	0.991652577570729
RAB3GAP2	616.967695244045	0.125328224944096	0.262313354156809	0.477780574103656	0.632806388860071	0.954894445613028
RAB3GAP1	1263.96058026214	-0.0434685130343476	0.164074983042573	-0.264930778771245	0.791062787222484	0.983507951001184
C3orf52	46.1090282700339	-2.0810984186049	0.961348756101148	-2.16476945062582	0.0304053454233449	0.372660644609987
DAG1	1584.9997629781	-0.0966557636499905	0.197868472706931	-0.488484912870127	0.625206409625224	0.952083598948283
ETHE1	131.539734084893	-0.297785836783291	0.423237868011534	-0.703589776081131	0.48168828019222	0.916300769398259
SGSM3	381.421349473675	-0.304934220175271	0.351220178621863	-0.868213840593636	0.385277278723781	0.887249354375287
KDM1A	1456.96396928678	0.163238711119597	0.100894404519428	1.61791639384882	0.105680616748806	0.635272337286532
KDM1B	661.300320976986	-0.00442731705411159	0.264012425926291	-0.0167693510583007	0.986620620770574	0.997892171351479
HIST1H3H	52.17655263857	-0.614235167682452	0.71303977843632	-0.861431839089616	0.389000246567134	0.888755880162871
BTG3	30.5003863526378	-3.22270678864156	1.10836544680312	-2.90762112616996	0.00364189274156992	0.119161282749483
BTG2	381.429173092132	-0.362039816820395	0.371952609857869	-0.973349311781245	0.330379722014962	0.860966518950656
BTG1	997.807208358355	0.00965861387825496	0.352525724083867	0.0273983236354041	0.978142035293249	0.997290641634284
SRD5A3	459.712684136552	0.185935711990386	0.296912741850484	0.626230153787128	0.531163991679191	0.928639209878686
SRD5A1	447.255582911922	-0.185640010858407	0.219863311609886	-0.844342830548267	0.398477858787273	0.892328562819428
ARMT1	3898.03856346025	-0.0560338022947662	0.246736340713146	-0.227099916181016	0.820346049223923	0.984520553348017
GGA1	592.912992351008	-0.0267737439798201	0.132062401827601	-0.202735552354799	0.839341733411424	0.98539530089903
GGA3	719.019173371922	-0.0771845022515198	0.219658265049594	-0.351384466385061	0.725299934380963	0.973859996284898
GGA2	1875.06181183198	0.128776275239002	0.107930014740887	1.19314609145715	0.232812162984054	0.800189975196475
FHOD1	474.716299315837	-0.434096665771743	0.301526331301551	-1.43966420411096	0.149962425389393	0.718524122953742
C4orf3	1088.18384032564	0.432050175780491	0.246651230386031	1.75166438498723	0.0798315343618565	0.574806601975939
PSMB7	2456.58319519422	-0.183721470539039	0.169415089767581	-1.08444572907339	0.278167217500228	0.828920992088779
PSMB6	1662.07784197169	-0.198838979009244	0.213714839206566	-0.930393882556074	0.352167184780471	0.87117937532964
PSMB5	3053.3266961184	-0.224001769389445	0.157808686234427	-1.41945145564856	0.155767440020376	0.726379145263101
C14orf119	845.665924234504	-0.0626395665776551	0.174602031318698	-0.358756230409028	0.719777458869907	0.973839966566026
PSMB3	1401.49647102722	-0.253998671170449	0.35181944358129	-0.721957458021395	0.470320633384658	0.915264814190138
PSMB2	1130.17856213465	-0.0985570526791247	0.156317482799844	-0.630492833647545	0.528372190019721	0.927988048332081
PSMB1	3200.1213895566	-0.186150427227269	0.230659781445215	-0.807034612020054	0.419646542285119	0.897358148256958
LMBR1L	130.442610325014	-0.0671321244929783	0.283300390238364	-0.236964461773224	0.812684360507411	0.984520553348017
ACKR3	541.685844666329	0.755644663574391	0.633837273880981	1.19217454497049	0.2331928122787	0.800549222415461
LTN1	660.038655355914	0.165519619425899	0.210716070070933	0.785510186148502	0.43215450043171	0.902270990822977
NACC2	528.683138116013	-0.674809085659787	0.271858446772826	-2.48220753730592	0.0130571202965566	0.246034648152103
VPS13D	856.573199373608	-0.00430644410846989	0.267147021933721	-0.0161201277008371	0.987138556017704	0.997892171351479
NACC1	2993.39400414258	-0.0355332760937276	0.194710637477711	-0.182492731542699	0.855196057973423	0.987310932001353
SH3KBP1	369.400891456885	0.380270146187082	0.258863496436162	1.46899872489692	0.141833135075612	0.702888477256943
VPS13C	396.652294196675	-0.196307170513066	0.30190220265685	-0.650234310268328	0.515540881657559	0.924518780624042
VPS13B	930.156691242032	-0.042546575717509	0.281714571585982	-0.151027245335527	0.879954223733694	0.98803885287278
BEX5	30.1503140987561	1.30263525712855	0.921198253624783	1.41406613831807	0.157342484255248	0.728366234191002
BEX4	25.1185003810352	-1.71559662878136	0.958272219945985	-1.79030195498943	0.073405382164422	0.552968433719902
BEX3	2030.26611401642	0.254460942673986	0.29156929931736	0.872728861611102	0.382810882425058	0.886019604149822
BEX2	50.2632992135379	-0.27512520282491	0.475299232690464	-0.578846301239633	0.562692886149184	0.93505372815208
TMEM160	213.891254193507	-0.422933896935211	0.293112299469258	-1.44290736929505	0.149046566959138	0.717057910926982
TMEM165	937.821652016917	0.270269264560677	0.220386508999494	1.22634214674773	0.220069947162466	0.791951925293777
TMEM164	798.803361436338	-0.448246716120499	0.389260157723244	-1.15153505239854	0.24951218332266	0.810840572323465
TMEM168	480.291606714604	0.322695089575109	0.328085641366501	0.983569680864606	0.325327138665461	0.858822742799393
FOXN2	327.230109151584	0.397378186197216	0.28469447272145	1.39580576468029	0.162772993972507	0.735765168924466
FOXN3	409.240027321091	0.260725072188587	0.288618040368619	0.903356809766959	0.366336554658877	0.878116666256709
NICN1	25.354110221728	-0.851612856611722	0.515569850665823	-1.65178948208846	0.0985774735670269	0.622929317399016
FAHD2A	217.702542846644	0.00605700050083545	0.229458303546261	0.0263969549466067	0.978940722905637	0.997445948013031
IFFO2	185.76204570652	0.342659616540966	0.263394910773154	1.30093484166092	0.193280758833722	0.766473916481248
LOC100288798	30.1815150285431	-0.144324856173403	0.511714328275232	-0.282041850694037	0.777911420151255	0.98137704204401
MACROD2	87.1227993406157	-0.435035011992259	0.586511147249492	-0.741733578351244	0.458248771091621	0.910918331543528
MACROD1	352.426009993339	-0.166074039883698	0.398615883189353	-0.416626749930103	0.676951440142592	0.96755928822434
PPIL1	1069.41368781288	0.093120019652496	0.162621522783314	0.572618052387655	0.566903333946681	0.936055245126397
LOC730183	27.9344966582471	-0.400708306107547	0.450965936478314	-0.888555595211384	0.374241964619628	0.883572864658661
KRR1	1079.63847129856	-0.00324276087390394	0.181271207181825	-0.0178890013715817	0.985727403245594	0.997892171351479
STRN	1031.45685909758	-0.0495295258576824	0.260085418625099	-0.190435611959765	0.84896779393307	0.98656010569222
MTCL1	241.314832773204	0.0282496739884972	0.448518447508728	0.0629844193598022	0.949778911235051	0.992995195126284
TP53I3	144.918811601625	0.0414446221724687	0.464416667129421	0.0892401696705669	0.92889104193124	0.99228979475509
MB	141.337180310502	-1.25160145589605	0.76515599109905	-1.63574678948574	0.101892592541131	0.628586236088321
RALBP1	1337.06921299611	-0.0264323738836558	0.182443626233506	-0.144879678338697	0.884805871471348	0.989130277624473
SPHK2	209.949075479965	-0.355691152514904	0.214075117496935	-1.66152496690792	0.0966080588587926	0.617853391599821
ZNF830	209.042423534564	0.069697326746924	0.287685416304989	0.242269238538788	0.808571547946383	0.984520553348017
ZNF837	71.4229124707359	0.00369016750998602	0.398776803793398	0.00925371655242481	0.992616707806373	0.998674646261798
ZNF836	34.3040787928051	0.265869689490695	0.68983402628088	0.385411097976835	0.699932861486363	0.970867349680008
ZNF839	373.349770571476	0.0452729673956155	0.318576172109084	0.14211033768123	0.886992852764042	0.989292481075577
LRIF1	415.180776153873	-0.0435764400479574	0.218158954443557	-0.1997462820589	0.841679015248648	0.98539530089903
FAM91A1	2592.21778349766	0.0127844245138607	0.194499328987959	0.0657299157811088	0.947592854558813	0.992680333127652
RAB33B	182.066305339482	0.176019400329586	0.338559448693338	0.519906920361929	0.603128451777803	0.946148560899554
SLC17A5	225.17715950843	-0.595569667988027	0.467228435795126	-1.27468626128136	0.202420311552017	0.775100828210441
C16orf58	1358.48017970673	-0.0453645084695249	0.169274081556752	-0.267994415047621	0.788703617694122	0.983156280263645
C16orf52	217.506715521067	0.233140675376925	0.23094028746154	1.00952795174706	0.312721503309876	0.846443438054379
AP5B1	244.083291152497	-0.958962694549109	0.282891284072617	-3.38986299168887	0.000699275626317341	0.0389672171290962
CHMP4A	962.617215841797	0.369306801722724	0.307638505941709	1.2004570123374	0.229961898264246	0.800189975196475
CHMP4B	1373.76992571036	-0.119065447682004	0.127317796988235	-0.935183065514453	0.34969396420245	0.87117937532964
CHMP4C	301.205108762238	-0.303474547816437	0.342747930564118	-0.885416134583097	0.37593223348505	0.883572864658661
COBLL1	647.303666580256	0.00179084069822106	0.311281431003218	0.00575312408597398	0.995409696437411	0.999282078505324
ST5	69.4671044734239	-0.0437438951953504	0.420916287505023	-0.103925403919725	0.917228546851324	0.991065360584256
ST7	215.180211573298	0.254789473355979	0.246597075934379	1.03322179466467	0.301500115717918	0.84279693235692
ZNF304	97.3135670471014	0.362854524638922	0.532496320635369	0.681421656033169	0.495604723745452	0.918122001228773
ZNF302	201.181500089177	-0.152210953147019	0.330636154198203	-0.460357862303754	0.645259375034591	0.959036970139857
STS	129.989146263448	0.0933290942913641	0.388265503151051	0.240374417850497	0.81004000849257	0.984520553348017
PPP3CA	2420.68984032343	0.424413984083338	0.388959709266837	1.0911515356779	0.275206209156586	0.825899593482168
PPP3CB	724.589267943017	-0.0221369440907329	0.173129636661419	-0.127863400614795	0.898257075323219	0.990038632179
PPP3CC	175.022566331652	0.213128650465595	0.311914028228702	0.683292930670386	0.494421760335855	0.917351704310904
LIF	93.3414345336091	0.93594782497504	0.856099899849845	1.09326940131543	0.274275533424969	0.825850696752837
GPATCH8	628.640179941337	0.18335204813923	0.233777013529009	0.7843031501319	0.432862251508647	0.902270990822977
RPL18	6449.50614875612	-0.160200168992488	0.203429093906514	-0.787498808140531	0.430989925849263	0.902270990822977
ADRA2C	410.754850263498	-0.387482708940255	0.24076756223473	-1.60936425714395	0.10753671606469	0.638426607107778
TEX22	34.4597790473087	0.385412633709968	0.497952989329589	0.773994015436803	0.438934330299747	0.905440857354883
FAM45BP	51.9583574408968	0.125218456047328	0.34340037113326	0.364642751066613	0.715378098171763	0.973299220670727
SYT8	20.5485239165973	1.9537394375456	1.00490105432757	1.94421075501104	0.051870041369638	0.483270611589666
MTCH2	2393.22557149611	-0.131274277926376	0.139189776112524	-0.943131612053545	0.345613588084465	0.869035861771352
MTCH1	2962.74653699978	-0.00265634201750985	0.198307475006619	-0.0133950675203806	0.98931260203831	0.99792357178978
SYT1	302.677601384176	-0.708474219794559	0.419117181755185	-1.69039650636035	0.0909521229989774	0.601992041575007
SYT7	543.045768924574	-0.389160588715955	0.318232036410313	-1.22288312988762	0.221373841256157	0.793640845814279
TIAL1	1744.0081182439	0.196050299259103	0.12560948021068	1.56079221831246	0.118572784100139	0.659912386161444
FUBP3	2319.15799728495	-0.0519842666535795	0.1498401502791	-0.346931490369909	0.728642788320473	0.973859996284898
FUBP1	2770.35976353967	0.304934118123789	0.156680150577197	1.94622048166559	0.0516282606461802	0.483270611589666
CTBP1-AS2	291.992180970627	-0.0156577552652512	0.216590459484116	-0.072291989695878	0.942369539315216	0.992680333127652
SAP30	467.791860291732	0.996066203315778	0.352840918636736	2.82298948535861	0.00475781319642852	0.140558712471373
C1orf53	51.263518776564	-0.482648722992257	0.465079365955657	-1.03777711574131	0.299373833183275	0.84279693235692
C1orf52	312.062223498213	-0.0540616616526713	0.238825521108078	-0.226364675776029	0.820917799540338	0.984520553348017
C1orf50	110.460478823605	0.192935686419648	0.427831859371419	0.450961475153145	0.652017315205699	0.961306426141778
C1orf56	223.740130876566	-0.093975071991473	0.254934783374746	-0.368623970207049	0.712408026292702	0.972380425674847
MARC1	328.943054927316	0.0294522565074871	0.371603667392866	0.0792571739512723	0.936828069333164	0.992405972489728
MARC2	94.3024706564095	0.244346730183399	0.510943555319821	0.478226464820466	0.63248902820159	0.954894445613028
SMPD4	1627.12750528279	0.173807054981527	0.21753044813946	0.79900104315557	0.424289807120888	0.900494526472115
SMPD1	246.813166665428	-0.181324649764335	0.393559064206703	-0.46073046273202	0.644991996660258	0.959036970139857
SMPD2	262.055761378792	-0.0808831842641192	0.243105669957756	-0.332707930169519	0.739354762867167	0.974929373923708
BRIP1	5918.76580577872	0.513944776276445	0.258433136047366	1.98869535128904	0.0467348394221017	0.457064133113397
TTC28	80.9188210467309	-0.179060321954847	0.325139254135405	-0.55071886792321	0.581826408405539	0.940140899319679
